id,timestamp,Hum,Temp,N,P,K,pH,EC,OC_est
384,2026-05-15 10:44:09,100.0,30.4,30,116,109,7.5,330,0.544533
385,2026-05-15 10:44:16,100.0,30.5,30,116,109,7.5,330,0.544533
386,2026-05-15 10:44:22,100.0,30.5,30,116,109,7.5,331,0.544533
387,2026-05-15 10:44:28,100.0,30.5,30,116,109,7.5,331,0.544533
388,2026-05-15 10:44:34,100.0,30.5,30,116,109,7.5,331,0.544533
389,2026-05-15 10:44:40,100.0,30.5,30,116,109,7.5,331,0.544533
390,2026-05-15 10:44:46,100.0,30.5,30,116,109,7.5,331,0.544533
391,2026-05-15 10:44:52,100.0,30.5,30,116,109,7.5,331,0.544533
392,2026-05-15 10:44:59,100.0,30.5,30,116,109,7.5,331,0.544533
393,2026-05-15 10:45:05,100.0,30.5,30,116,109,7.5,331,0.544533
394,2026-05-15 10:45:11,100.0,30.5,30,116,109,7.5,331,0.544533
395,2026-05-15 10:45:17,100.0,30.5,30,117,110,7.5,332,0.544533
396,2026-05-15 10:45:23,100.0,30.5,30,117,110,7.5,332,0.544533
404,2026-05-15 10:46:13,100.0,28.0,25,105,98,6.2,307,0.585908
405,2026-05-15 10:46:20,100.0,31.2,26,107,99,6.0,311,0.592875
406,2026-05-15 10:46:26,100.0,31.9,26,107,100,6.0,312,0.592875
407,2026-05-15 10:46:32,100.0,32.1,26,108,100,6.0,313,0.592875
408,2026-05-15 10:46:38,100.0,32.1,26,108,100,6.0,313,0.592875
409,2026-05-15 10:46:44,100.0,32.1,26,108,100,6.1,313,0.589562
410,2026-05-15 10:46:50,100.0,32.0,27,108,101,6.1,314,0.589902
411,2026-05-15 10:46:56,100.0,32.0,27,109,101,6.2,315,0.586589
412,2026-05-15 10:47:03,100.0,32.0,27,109,101,6.2,315,0.586589
413,2026-05-15 10:47:09,100.0,32.0,27,109,101,6.3,315,0.583275
414,2026-05-15 10:47:15,100.0,32.0,27,109,101,6.3,315,0.583275
415,2026-05-15 10:47:21,100.0,32.0,27,109,102,6.4,316,0.579962
416,2026-05-15 10:47:27,100.0,31.9,27,110,103,6.4,318,0.579962
417,2026-05-15 10:47:34,100.0,32.0,29,114,107,6.6,327,0.574015
418,2026-05-15 10:47:40,100.0,31.8,32,120,113,6.5,338,0.578351
419,2026-05-15 10:47:46,100.0,31.7,32,120,113,6.5,339,0.578351
420,2026-05-15 10:47:53,100.0,31.6,32,120,113,6.6,339,0.575037
421,2026-05-15 10:47:59,100.0,31.5,32,120,113,6.6,339,0.575037
422,2026-05-15 10:48:05,100.0,31.4,32,120,113,6.7,339,0.571723
423,2026-05-15 10:48:11,100.0,31.5,32,120,113,6.7,339,0.571723
424,2026-05-15 10:48:18,100.0,31.4,32,121,114,6.8,340,0.56841
425,2026-05-15 10:48:24,100.0,31.4,32,121,114,6.8,341,0.56841
426,2026-05-15 10:48:30,100.0,31.4,32,121,114,6.9,341,0.565096
427,2026-05-15 10:48:36,100.0,31.4,32,121,114,6.9,341,0.565096
428,2026-05-15 10:48:42,100.0,31.4,32,121,114,6.9,341,0.565096
429,2026-05-15 10:48:49,100.0,31.4,32,122,115,7.0,342,0.561783
430,2026-05-15 10:48:55,100.0,31.4,32,122,115,7.0,342,0.561783
431,2026-05-15 10:49:02,100.0,31.4,32,122,115,7.1,342,0.558469
432,2026-05-15 10:49:08,100.0,31.4,32,122,115,7.1,342,0.558469
433,2026-05-15 10:49:14,100.0,31.4,32,122,115,7.1,342,0.558469
434,2026-05-15 10:49:21,100.0,31.4,32,122,115,7.2,342,0.555155
435,2026-05-15 10:49:27,100.0,31.4,33,122,115,7.2,343,0.555496
436,2026-05-15 10:49:33,100.0,31.4,33,122,115,7.2,343,0.555496
437,2026-05-15 10:49:39,100.0,31.4,33,122,115,7.3,343,0.552182
438,2026-05-15 10:49:45,100.0,31.4,33,122,115,7.3,343,0.552182
439,2026-05-15 10:49:52,100.0,31.4,33,122,115,7.3,343,0.552182
440,2026-05-15 10:49:58,100.0,31.4,33,122,115,7.4,343,0.548869
441,2026-05-15 10:50:04,100.0,31.4,35,128,121,7.5,355,0.546236
442,2026-05-15 10:50:11,100.0,31.2,35,127,119,7.3,352,0.552863
444,2026-05-15 10:50:23,100.0,33.6,2,51,43,6.6,195,0.564821
445,2026-05-15 10:50:29,100.0,33.8,23,99,92,6.7,296,0.568659
446,2026-05-15 10:50:36,100.0,32.7,33,124,117,6.7,346,0.572064
447,2026-05-15 10:50:42,100.0,32.0,33,124,117,6.7,346,0.572064
448,2026-05-15 10:50:48,100.0,31.6,33,124,117,6.7,347,0.572064
449,2026-05-15 10:50:54,100.0,31.4,34,125,117,6.8,348,0.569091
450,2026-05-15 10:51:00,100.0,31.3,34,125,117,6.9,348,0.565777
451,2026-05-15 10:51:06,100.0,31.3,34,125,118,6.9,349,0.565777
452,2026-05-15 10:51:13,100.0,31.3,34,125,118,6.9,349,0.565777
453,2026-05-15 10:51:19,100.0,31.3,34,126,118,7.0,350,0.562464
454,2026-05-15 10:51:25,100.0,31.2,34,126,118,7.0,350,0.562464
455,2026-05-15 10:51:32,100.0,31.2,34,126,119,7.1,351,0.55915
456,2026-05-15 10:51:38,100.0,31.2,34,126,119,7.1,351,0.55915
457,2026-05-15 10:51:44,100.0,31.2,34,126,119,7.1,351,0.55915
458,2026-05-15 10:51:50,100.0,31.2,34,126,119,7.2,351,0.555836
459,2026-05-15 10:51:56,100.0,31.2,34,126,119,7.2,351,0.555836
460,2026-05-15 10:52:03,100.0,31.2,35,127,120,7.3,353,0.552863
461,2026-05-15 10:52:09,100.0,31.2,35,127,120,7.3,353,0.552863
462,2026-05-15 10:52:15,100.0,31.2,35,127,120,7.3,353,0.552863
463,2026-05-15 10:52:21,100.0,31.2,35,127,120,7.3,353,0.552863
464,2026-05-15 10:52:28,100.0,31.1,35,127,120,7.4,353,0.54955
465,2026-05-15 10:52:34,100.0,31.2,35,127,120,7.4,354,0.54955
466,2026-05-15 10:52:40,100.0,31.1,35,127,120,7.4,354,0.54955
467,2026-05-15 10:52:47,100.0,31.1,35,127,120,7.4,354,0.54955
468,2026-05-15 10:52:53,100.0,31.2,35,127,120,7.4,354,0.54955
469,2026-05-15 10:52:59,100.0,31.2,35,127,120,7.5,354,0.546236
470,2026-05-15 10:53:05,100.0,31.4,33,122,115,7.5,343,0.545555
472,2026-05-15 10:57:20,100.0,32.6,23,101,94,6.9,299,0.562031
473,2026-05-15 10:57:26,100.0,32.8,23,100,93,6.8,298,0.565345
474,2026-05-15 10:57:32,100.0,32.9,23,100,93,6.8,298,0.565345
475,2026-05-15 10:57:38,100.0,32.9,23,101,94,6.8,299,0.565345
476,2026-05-15 10:57:45,100.0,32.9,23,101,94,6.8,299,0.565345
477,2026-05-15 10:57:51,100.0,32.9,24,101,94,6.8,300,0.565686
478,2026-05-15 10:57:57,100.0,33.0,25,104,97,6.9,305,0.562712
479,2026-05-15 10:58:03,100.0,33.5,25,104,97,6.8,306,0.566026
480,2026-05-15 10:58:09,100.0,33.8,21,95,88,7.0,287,0.558037
481,2026-05-15 10:58:15,100.0,33.7,3,53,46,8.1,200,0.515458
482,2026-05-15 10:58:22,100.0,33.4,35,128,121,8.0,355,0.529668
483,2026-05-15 10:58:28,100.0,32.1,35,128,121,7.7,355,0.539609
484,2026-05-15 10:58:34,100.0,31.8,35,128,121,7.5,355,0.546236
485,2026-05-15 10:58:41,100.0,31.6,35,128,121,7.5,355,0.546236
486,2026-05-15 10:58:47,100.0,31.6,35,128,121,7.4,355,0.54955
487,2026-05-15 10:58:53,100.0,31.5,35,128,121,7.3,356,0.552863
488,2026-05-15 10:58:59,100.0,31.4,36,129,122,7.3,357,0.553204
489,2026-05-15 10:59:05,100.0,31.4,36,129,122,7.3,357,0.553204
490,2026-05-15 10:59:12,100.0,31.4,36,129,122,7.2,357,0.556517
491,2026-05-15 10:59:18,100.0,31.4,36,129,122,7.2,358,0.556517
492,2026-05-15 10:59:24,100.0,31.3,36,129,122,7.2,358,0.556517
493,2026-05-15 10:59:30,100.0,31.3,36,129,122,7.2,358,0.556517
494,2026-05-15 10:59:36,100.0,31.3,36,130,123,7.2,359,0.556517
495,2026-05-15 10:59:42,100.0,31.3,36,130,123,7.2,359,0.556517
496,2026-05-15 10:59:49,100.0,31.3,36,130,123,7.2,359,0.556517
497,2026-05-15 10:59:55,100.0,31.3,36,130,123,7.2,359,0.556517
498,2026-05-15 11:00:01,100.0,31.3,36,130,123,7.2,359,0.556517
499,2026-05-15 11:00:07,100.0,31.3,36,130,123,7.2,360,0.556517
500,2026-05-15 11:00:14,100.0,31.3,36,130,123,7.1,360,0.559831
501,2026-05-15 11:00:20,100.0,31.3,36,130,123,7.1,360,0.559831
502,2026-05-15 11:00:26,100.0,31.3,36,130,123,7.1,360,0.559831
503,2026-05-15 11:00:32,100.0,31.3,36,130,123,7.1,360,0.559831
504,2026-05-15 11:00:38,100.0,31.3,36,130,123,7.1,360,0.559831
505,2026-05-15 11:00:45,100.0,31.3,36,130,123,7.1,360,0.559831
506,2026-05-15 11:00:51,100.0,31.3,36,130,123,7.2,360,0.556517
507,2026-05-15 11:00:57,100.0,31.3,36,130,123,7.2,360,0.556517
508,2026-05-15 11:01:03,100.0,31.3,36,130,123,7.2,360,0.556517
509,2026-05-15 11:01:09,100.0,31.3,36,131,124,7.2,361,0.556517
510,2026-05-15 11:01:15,100.0,31.3,36,131,124,7.2,361,0.556517
511,2026-05-15 11:01:22,100.0,31.3,36,131,124,7.2,361,0.556517
512,2026-05-15 11:01:28,100.0,31.3,36,131,124,7.2,361,0.556517
513,2026-05-15 11:01:34,100.0,31.3,36,131,124,7.2,361,0.556517
514,2026-05-15 11:01:40,100.0,31.3,36,131,124,7.2,361,0.556517
515,2026-05-15 11:01:48,100.0,31.3,36,131,124,7.2,361,0.556517
516,2026-05-15 11:01:54,100.0,31.3,36,131,124,7.2,361,0.556517
517,2026-05-15 11:02:01,100.0,31.3,36,131,124,7.2,361,0.556517
518,2026-05-15 11:02:07,100.0,31.3,36,131,124,7.2,361,0.556517
519,2026-05-15 11:02:13,100.0,31.3,36,131,124,7.2,361,0.556517
520,2026-05-15 11:02:19,100.0,31.3,36,131,124,7.2,361,0.556517
521,2026-05-15 11:02:26,100.0,31.3,36,131,124,7.2,361,0.556517
522,2026-05-15 11:02:32,100.0,31.3,36,131,124,7.2,361,0.556517
523,2026-05-15 11:02:38,100.0,31.3,37,131,124,7.2,362,0.556858
524,2026-05-15 11:02:44,100.0,31.3,37,131,124,7.2,362,0.556858
525,2026-05-15 11:02:50,100.0,31.3,37,131,124,7.2,362,0.556858
526,2026-05-15 11:02:56,100.0,31.3,37,131,124,7.2,362,0.556858
527,2026-05-15 11:03:03,100.0,31.3,37,131,124,7.1,362,0.560172
528,2026-05-15 11:03:09,100.0,31.3,37,131,124,7.2,362,0.556858
529,2026-05-15 11:03:15,100.0,31.3,37,131,124,7.2,362,0.556858
544,2026-05-15 11:04:53,100.0,30.5,23,99,92,5.9,295,0.595167
545,2026-05-15 11:05:00,100.0,32.3,36,129,122,7.5,357,0.546577
546,2026-05-15 11:05:06,100.0,32.4,36,129,122,6.8,357,0.569772
547,2026-05-15 11:05:12,100.0,32.4,36,129,122,6.7,357,0.573085
548,2026-05-15 11:05:18,100.0,32.4,36,129,122,6.7,358,0.573085
549,2026-05-15 11:05:24,100.0,32.3,36,129,122,6.7,358,0.573085
550,2026-05-15 11:05:31,100.0,32.3,36,129,122,6.7,358,0.573085
551,2026-05-15 11:05:37,100.0,32.3,36,129,122,6.8,358,0.569772
552,2026-05-15 11:05:57,100.0,32.3,36,130,123,6.8,359,0.569772
553,2026-05-15 11:09:29,100.0,32.3,38,134,127,7.3,367,0.553885
554,2026-05-15 11:09:34,100.0,32.3,38,134,127,7.3,367,0.553885
555,2026-05-15 11:09:39,100.0,32.3,38,134,127,7.3,367,0.553885
556,2026-05-15 11:09:43,100.0,32.3,38,134,127,7.3,367,0.553885
557,2026-05-15 11:09:48,100.0,32.3,38,134,127,7.3,367,0.553885
558,2026-05-15 11:09:53,100.0,32.3,38,134,127,7.3,367,0.553885
559,2026-05-15 11:09:58,100.0,32.3,38,134,127,7.3,367,0.553885
560,2026-05-15 11:10:03,100.0,32.3,38,134,127,7.3,367,0.553885
561,2026-05-15 11:10:08,100.0,32.3,38,134,127,7.3,367,0.553885
562,2026-05-15 11:10:12,100.0,32.3,38,134,127,7.3,367,0.553885
563,2026-05-15 11:10:17,100.0,32.3,38,134,127,7.4,367,0.550571
564,2026-05-15 11:10:22,100.0,32.3,38,134,127,7.4,367,0.550571
565,2026-05-15 11:10:27,100.0,32.3,37,133,126,7.4,366,0.550231
572,2026-05-15 11:11:04,100.0,29.1,49,161,154,6.6,423,0.580826
573,2026-05-15 11:11:09,100.0,30.5,50,161,154,7.4,424,0.554657
574,2026-05-15 11:11:14,100.0,30.8,50,162,155,7.2,425,0.561285
575,2026-05-15 11:11:19,100.0,30.9,50,162,155,7.2,425,0.561285
576,2026-05-15 11:11:23,100.0,30.9,50,162,155,7.1,426,0.564598
577,2026-05-15 11:11:28,100.0,30.9,50,162,155,7.2,426,0.561285
578,2026-05-15 11:11:33,100.0,30.9,50,162,155,7.2,426,0.561285
579,2026-05-15 11:11:38,100.0,30.9,50,162,155,7.2,426,0.561285
580,2026-05-15 11:11:43,100.0,30.8,50,162,155,7.2,426,0.561285
581,2026-05-15 11:11:48,100.0,30.8,50,162,155,7.2,426,0.561285
582,2026-05-15 11:11:53,100.0,30.8,50,162,155,7.2,426,0.561285
583,2026-05-15 11:11:57,100.0,30.8,50,162,155,7.3,426,0.557971
584,2026-05-15 11:12:02,100.0,30.8,50,162,155,7.3,426,0.557971
585,2026-05-15 11:12:07,100.0,30.8,50,162,155,7.3,426,0.557971
586,2026-05-15 11:12:12,100.0,30.8,50,163,156,7.3,427,0.557971
587,2026-05-15 11:12:17,100.0,30.8,50,163,156,7.3,427,0.557971
588,2026-05-15 11:12:22,100.0,30.8,50,163,156,7.4,427,0.554657
589,2026-05-15 11:12:26,100.0,30.8,50,163,156,7.4,427,0.554657
590,2026-05-15 11:12:31,100.0,30.8,50,163,156,7.4,427,0.554657
591,2026-05-15 11:12:36,100.0,30.8,50,163,156,7.4,427,0.554657
592,2026-05-15 11:12:41,100.0,30.8,50,163,156,7.4,427,0.554657
593,2026-05-15 11:12:46,100.0,30.8,50,163,156,7.5,427,0.551344
594,2026-05-15 11:12:51,100.0,30.8,50,163,156,7.5,427,0.551344
595,2026-05-15 11:12:55,100.0,30.8,50,163,156,7.5,427,0.551344
596,2026-05-15 11:13:00,100.0,30.8,50,163,156,7.5,427,0.551344
597,2026-05-15 11:13:05,100.0,30.8,50,163,156,7.5,427,0.551344
598,2026-05-15 11:13:10,100.0,30.8,50,163,156,7.5,428,0.551344
599,2026-05-15 11:13:15,100.0,30.8,50,163,156,7.5,428,0.551344
600,2026-05-15 11:13:20,100.0,30.8,50,163,156,7.6,428,0.54803
601,2026-05-15 11:13:26,100.0,30.8,50,163,156,7.6,428,0.54803
602,2026-05-15 11:13:31,100.0,30.8,50,163,156,7.6,428,0.54803
603,2026-05-15 11:13:36,100.0,30.8,50,163,156,7.6,428,0.54803
604,2026-05-15 11:13:42,100.0,30.8,50,163,156,7.6,428,0.54803
605,2026-05-15 11:13:47,100.0,30.8,50,163,156,7.6,428,0.54803
606,2026-05-15 11:13:53,100.0,30.9,50,163,156,7.6,428,0.54803
607,2026-05-15 11:13:58,100.0,30.8,50,163,156,7.6,428,0.54803
608,2026-05-15 11:14:03,100.0,30.9,50,163,156,7.6,428,0.54803
609,2026-05-15 11:14:09,100.0,30.9,50,163,156,7.6,428,0.54803
610,2026-05-15 11:14:14,100.0,30.9,50,163,156,7.6,428,0.54803
611,2026-05-15 11:14:19,100.0,30.9,50,163,156,7.6,428,0.54803
612,2026-05-15 11:14:37,100.0,30.9,51,164,157,7.6,429,0.548371
613,2026-05-15 11:14:44,100.0,30.9,51,164,157,7.6,429,0.548371
614,2026-05-15 11:14:51,100.0,30.9,51,164,157,7.6,429,0.548371
615,2026-05-15 11:14:57,100.0,30.9,51,164,157,7.5,429,0.551684
616,2026-05-15 11:15:04,100.0,30.9,51,164,157,7.5,429,0.551684
617,2026-05-15 11:15:10,100.0,30.9,51,164,157,7.5,429,0.551684
618,2026-05-15 11:15:19,100.0,30.9,51,164,157,7.5,429,0.551684
619,2026-05-15 11:15:25,100.0,30.9,51,164,157,7.5,429,0.551684
620,2026-05-15 11:15:32,100.0,30.9,51,164,157,7.5,429,0.551684
621,2026-05-15 11:15:38,100.0,30.9,51,164,157,7.5,429,0.551684
622,2026-05-15 11:15:44,100.0,30.9,51,164,157,7.5,429,0.551684
623,2026-05-15 11:15:51,100.0,30.9,51,164,157,7.5,430,0.551684
624,2026-05-15 11:15:57,100.0,30.9,51,164,157,7.5,430,0.551684
625,2026-05-15 11:16:03,100.0,31.0,51,164,157,7.5,430,0.551684
626,2026-05-15 11:16:09,100.0,30.9,51,164,157,7.5,430,0.551684
627,2026-05-15 11:16:15,100.0,30.9,51,164,157,7.5,429,0.551684
628,2026-05-15 11:16:21,100.0,31.0,51,164,157,7.5,430,0.551684
629,2026-05-15 11:16:28,100.0,31.0,51,164,157,7.5,430,0.551684
630,2026-05-15 11:16:34,100.0,31.0,51,164,157,7.5,430,0.551684
631,2026-05-15 11:16:40,100.0,31.0,51,164,157,7.5,430,0.551684
632,2026-05-15 11:16:46,100.0,31.0,51,164,157,7.5,430,0.551684
633,2026-05-15 11:16:52,100.0,31.0,51,164,157,7.5,430,0.551684
634,2026-05-15 11:16:58,100.0,31.0,51,164,157,7.5,430,0.551684
635,2026-05-15 11:17:05,100.0,31.0,51,164,157,7.5,430,0.551684
636,2026-05-15 11:17:11,100.0,31.0,51,164,157,7.5,430,0.551684
637,2026-05-15 11:17:17,100.0,31.0,51,164,157,7.5,430,0.551684
638,2026-05-15 11:17:23,100.0,31.0,51,164,157,7.4,430,0.554998
639,2026-05-15 11:17:29,100.0,31.0,51,164,157,7.4,430,0.554998
640,2026-05-15 11:17:35,100.0,31.0,51,164,157,7.4,430,0.554998
641,2026-05-15 11:17:42,100.0,31.0,51,164,157,7.4,430,0.554998
642,2026-05-15 11:17:48,100.0,31.0,51,164,157,7.4,430,0.554998
643,2026-05-15 11:17:54,100.0,31.0,51,164,157,7.4,430,0.554998
644,2026-05-15 11:18:00,100.0,31.0,51,164,157,7.4,430,0.554998
652,2026-05-15 11:18:53,100.0,32.3,28,111,104,6.0,320,0.593556
653,2026-05-15 11:18:59,100.0,33.7,30,117,110,6.6,332,0.574356
654,2026-05-15 11:19:05,100.0,34.0,31,117,110,6.6,333,0.574696
655,2026-05-15 11:19:12,100.0,34.1,31,117,110,6.6,333,0.574696
656,2026-05-15 11:19:18,100.0,34.0,31,118,111,6.6,334,0.574696
657,2026-05-15 11:19:24,100.0,34.0,31,118,111,6.6,334,0.574696
658,2026-05-15 11:19:30,100.0,33.9,31,118,111,6.6,335,0.574696
659,2026-05-15 11:19:36,100.0,33.9,31,118,111,6.6,335,0.574696
660,2026-05-15 11:19:43,100.0,33.9,31,119,112,6.7,336,0.571383
661,2026-05-15 11:19:49,100.0,33.8,31,119,112,6.7,336,0.571383
662,2026-05-15 11:19:55,100.0,33.9,31,119,112,6.7,337,0.571383
663,2026-05-15 11:20:01,100.0,33.8,31,119,112,6.7,337,0.571383
664,2026-05-15 11:20:07,100.0,33.8,31,119,112,6.7,337,0.571383
665,2026-05-15 11:20:13,100.0,33.8,31,119,112,6.7,337,0.571383
666,2026-05-15 11:20:20,100.0,33.8,31,119,112,6.7,337,0.571383
667,2026-05-15 11:20:26,100.0,33.8,32,120,113,6.7,338,0.571723
668,2026-05-15 11:20:32,100.0,33.8,32,120,113,6.8,338,0.56841
669,2026-05-15 11:20:38,100.0,33.8,32,120,113,6.8,338,0.56841
670,2026-05-15 11:20:44,100.0,33.7,32,120,113,6.8,338,0.56841
671,2026-05-15 11:20:50,100.0,33.8,32,120,113,6.8,338,0.56841
672,2026-05-15 11:20:57,100.0,33.7,32,120,113,6.8,339,0.56841
673,2026-05-15 11:21:02,100.0,33.7,32,120,113,6.8,338,0.56841
674,2026-05-15 11:21:08,100.0,33.7,32,120,113,6.8,339,0.56841
675,2026-05-15 11:21:15,100.0,33.7,32,120,113,6.9,339,0.565096
676,2026-05-15 11:21:21,100.0,33.7,32,120,113,6.9,339,0.565096
677,2026-05-15 11:21:27,100.0,33.7,32,120,113,6.9,339,0.565096
678,2026-05-15 11:21:33,100.0,33.7,32,120,113,6.9,339,0.565096
679,2026-05-15 11:21:40,100.0,33.7,32,120,113,6.9,339,0.565096
680,2026-05-15 11:21:46,100.0,33.7,32,120,113,6.9,339,0.565096
681,2026-05-15 11:21:52,100.0,33.7,32,120,113,6.9,339,0.565096
682,2026-05-15 11:21:58,100.0,33.7,32,121,114,6.9,340,0.565096
683,2026-05-15 11:22:04,100.0,33.7,32,121,114,6.9,340,0.565096
684,2026-05-15 11:22:10,100.0,33.7,32,120,113,7.0,339,0.561783
685,2026-05-15 11:22:17,100.0,33.7,32,120,113,7.0,339,0.561783
686,2026-05-15 11:22:23,100.0,33.7,32,121,114,7.0,340,0.561783
687,2026-05-15 11:22:29,100.0,33.7,32,121,114,7.0,340,0.561783
688,2026-05-15 11:22:35,100.0,33.7,32,121,114,7.0,340,0.561783
689,2026-05-15 11:22:42,100.0,33.7,32,121,114,7.1,340,0.558469
690,2026-05-15 11:22:48,100.0,33.7,32,121,114,7.1,340,0.558469
691,2026-05-15 11:22:54,100.0,33.7,32,121,114,7.1,340,0.558469
692,2026-05-15 11:23:00,100.0,33.7,32,121,114,7.1,340,0.558469
693,2026-05-15 11:23:07,100.0,33.7,32,121,114,7.1,340,0.558469
694,2026-05-15 11:23:13,100.0,33.7,32,121,114,7.2,341,0.555155
695,2026-05-15 11:23:19,100.0,33.7,32,121,114,7.2,341,0.555155
696,2026-05-15 11:23:25,100.0,33.7,32,121,114,7.2,341,0.555155
697,2026-05-15 11:23:32,100.0,33.7,32,121,114,7.2,341,0.555155
698,2026-05-15 11:23:38,100.0,33.6,32,121,114,7.2,341,0.555155
699,2026-05-15 11:23:44,100.0,33.7,32,121,114,7.2,341,0.555155
700,2026-05-15 11:23:50,100.0,33.7,32,121,114,7.2,341,0.555155
701,2026-05-15 11:23:56,100.0,33.6,32,121,114,7.3,341,0.551842
702,2026-05-15 11:24:02,100.0,33.7,32,121,114,7.3,341,0.551842
703,2026-05-15 11:24:08,100.0,33.6,32,121,114,7.3,341,0.551842
704,2026-05-15 11:24:15,100.0,33.6,32,121,114,7.3,341,0.551842
705,2026-05-15 11:24:21,100.0,33.6,32,122,115,7.3,342,0.551842
706,2026-05-15 11:24:27,100.0,33.7,32,122,115,7.4,342,0.548528
707,2026-05-15 11:24:33,100.0,33.7,32,122,115,7.4,342,0.548528
708,2026-05-15 11:24:39,100.0,33.7,32,122,115,7.4,342,0.548528
709,2026-05-15 11:24:45,100.0,33.6,32,122,115,7.4,342,0.548528
710,2026-05-15 11:24:52,100.0,33.6,32,122,115,7.4,342,0.548528
711,2026-05-15 11:24:58,100.0,33.7,32,122,115,7.4,342,0.548528
712,2026-05-15 11:25:04,100.0,33.7,32,122,115,7.4,342,0.548528
713,2026-05-15 11:25:10,100.0,33.7,32,122,115,7.5,342,0.545215
714,2026-05-15 11:25:16,100.0,33.6,32,122,115,7.5,342,0.545215
715,2026-05-15 11:25:22,100.0,33.6,32,122,115,7.5,342,0.545215
716,2026-05-15 11:25:28,100.0,33.6,32,122,115,7.5,342,0.545215
717,2026-05-15 11:25:34,100.0,33.6,32,122,115,7.5,342,0.545215
727,2026-05-15 11:26:45,100.0,31.7,33,123,116,8.3,345,0.519046
728,2026-05-15 11:26:51,100.0,32.7,33,124,117,7.8,346,0.535614
729,2026-05-15 11:26:58,100.0,33.0,33,124,117,7.6,347,0.542241
730,2026-05-15 11:27:04,100.0,33.1,33,124,117,7.5,346,0.545555
731,2026-05-15 11:27:10,100.0,33.1,33,124,117,7.4,346,0.548869
732,2026-05-15 11:27:17,100.0,33.1,33,124,117,7.4,347,0.548869
733,2026-05-15 11:27:23,100.0,33.1,33,124,117,7.4,347,0.548869
734,2026-05-15 11:27:29,100.0,33.1,33,124,117,7.4,347,0.548869
735,2026-05-15 11:27:35,100.0,33.1,33,124,117,7.4,347,0.548869
736,2026-05-15 11:27:41,100.0,33.1,33,124,117,7.3,347,0.552182
737,2026-05-15 11:27:48,100.0,33.1,34,125,117,7.3,348,0.552523
738,2026-05-15 11:27:54,100.0,33.1,34,125,117,7.3,348,0.552523
739,2026-05-15 11:28:00,100.0,33.1,34,125,117,7.3,348,0.552523
740,2026-05-15 11:28:06,100.0,33.1,34,125,117,7.3,348,0.552523
741,2026-05-15 11:28:13,100.0,33.1,34,125,117,7.4,348,0.549209
742,2026-05-15 11:28:19,100.0,33.1,34,125,117,7.4,348,0.549209
743,2026-05-15 11:28:25,100.0,33.1,34,125,117,7.4,348,0.549209
744,2026-05-15 11:28:31,100.0,33.1,34,125,117,7.4,348,0.549209
745,2026-05-15 11:28:37,100.0,33.1,34,125,117,7.4,348,0.549209
746,2026-05-15 11:28:43,100.0,33.1,34,125,118,7.4,349,0.549209
747,2026-05-15 11:28:49,100.0,33.1,34,125,118,7.4,349,0.549209
748,2026-05-15 11:28:56,100.0,33.1,34,125,118,7.4,349,0.549209
749,2026-05-15 11:29:02,100.0,33.1,34,125,118,7.4,349,0.549209
750,2026-05-15 11:29:08,100.0,33.1,34,125,118,7.4,349,0.549209
751,2026-05-15 11:29:14,100.0,33.1,34,125,118,7.4,349,0.549209
752,2026-05-15 11:29:20,100.0,33.1,34,125,118,7.4,349,0.549209
753,2026-05-15 11:29:27,100.0,33.1,34,125,118,7.4,349,0.549209
754,2026-05-15 11:29:33,100.0,33.1,34,125,118,7.4,349,0.549209
755,2026-05-15 11:29:39,100.0,33.1,34,125,118,7.4,349,0.549209
756,2026-05-15 11:29:45,100.0,33.1,34,126,118,7.4,350,0.549209
757,2026-05-15 11:29:51,100.0,33.1,34,126,118,7.4,350,0.549209
758,2026-05-15 11:29:57,100.0,33.1,34,126,118,7.4,350,0.549209
759,2026-05-15 11:30:03,100.0,33.1,34,126,118,7.4,350,0.549209
760,2026-05-15 11:30:10,100.0,33.1,34,126,118,7.4,350,0.549209
761,2026-05-15 11:30:16,100.0,33.1,34,126,118,7.5,350,0.545896
762,2026-05-15 11:30:22,100.0,33.1,34,126,118,7.5,350,0.545896
763,2026-05-15 11:30:28,100.0,33.1,34,126,118,7.5,350,0.545896
764,2026-05-15 11:30:34,100.0,33.1,34,126,119,7.5,351,0.545896
765,2026-05-15 11:30:40,100.0,33.1,34,126,119,7.5,351,0.545896
766,2026-05-15 11:30:47,100.0,33.2,34,126,119,7.5,351,0.545896
767,2026-05-15 11:30:53,100.0,33.2,34,126,119,7.5,351,0.545896
768,2026-05-15 11:30:59,100.0,33.2,34,126,119,7.5,351,0.545896
769,2026-05-15 11:31:05,100.0,33.2,34,126,119,7.5,351,0.545896
770,2026-05-15 11:31:11,100.0,33.2,34,126,119,7.5,351,0.545896
771,2026-05-15 11:31:17,100.0,33.2,34,126,119,7.5,351,0.545896
772,2026-05-15 11:31:23,100.0,33.2,34,126,119,7.5,351,0.545896
773,2026-05-15 11:31:29,100.0,33.2,34,126,119,7.5,351,0.545896
774,2026-05-15 11:31:36,100.0,33.2,34,126,119,7.5,351,0.545896
775,2026-05-15 11:31:42,100.0,33.2,34,126,119,7.5,351,0.545896
776,2026-05-15 11:31:48,100.0,33.2,34,126,119,7.5,351,0.545896
777,2026-05-15 11:31:54,100.0,33.2,34,126,119,7.5,351,0.545896
